Gene ID	Gene Name	EBV-transformed lymphocyte	K-562 cell line	adrenal gland	amygdala	anterior cingulate cortex	aorta	atrium auricular region	blood	breast (mammary tissue)	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	coronary artery	cortex of kidney	ectocervix	esophagogastric junction	esophagus mucosa	esophagus muscularis mucosa	fallopian tube	frontal cortex	heart left ventricle	hippocampal formation	hypothalamus	liver	lower leg skin	lung	minor salivary gland	nucleus accumbens	ovary	pancreas	pituitary gland	prostate gland	putamen	sigmoid colon	skeletal muscle tissue	spinal cord (cervical c-1)	spleen	stomach	subcutaneous adipose tissue	substantia nigra	suprapubic skin	terminal ileum of small intestine	testis	thyroid gland	tibial artery	tibial nerve	transformed fibroblast	transverse colon	urinary bladder	uterus	vagina	visceral (omentum) adipose tissue
ENSG00000086544	ITPKC	4	6	8	3	3	15	8	10	21	3	5	5	4	14	11	18	14	55	14	18	4	5	4	4	6	35	25	22	4	9	7	12	20	3	10	6	3	12	12	21	3	33	13	6	13	11	28	14	11	15	12	26	26
ENSG00000086548	CEACAM6								2										112								3	94	91			2				1			0.6				3	5						32			36	
ENSG00000086570	FAT2									0.7		59	71						15								10		1	0.9				1									11		6						1		8	
ENSG00000086589	RBM22	17	20	10	9	9	11	7	14	15	10	16	15	9	11	9	13	10	9	9	13	9	6	9	9	7	12	13	12	10	17	7	11	12	8	10	8	10	17	11	13	10	12	13	9	14	10	14	11	11	11	14	11	12
ENSG00000086598	TMED2	41	58	34	14	16	36	25	16	36	15	15	13	13	35	19	39	26	40	26	36	16	18	14	18	53	32	36	43	15	35	46	34	33	13	28	20	18	22	34	35	16	32	30	22	39	34	30	55	34	33	35	34	34
ENSG00000086619	ERO1B	9	4	3	3	4	4	2	1	4	4	9	9	3	4	3	4	3	1	3	3	4	2	3	3	6	2	3	3	4	5	59	8	4	3	3	1	3	5	22	4	3	2	3	10	9	4	5	2	2	3	4	3	4
ENSG00000086666	ZFAND6	10	19	14	7	6	9	7	7	12	7	9	6	4	9	9	9	9	9	9	9	6	7	8	8	10	9	10	10	7	8	5	11	10	6	10	12	9	12	9	12	8	9	10	25	14	10	10	10	10	10	12	9	11
ENSG00000086696	HSD17B2																									8			2			1								0.5				3						4	9			
ENSG00000086712	TXLNG	9	12	9	4	4	5	3	1	9	5	10	10	5	5	3	10	6	4	6	8	5	2	4	5	3	4	6	6	6	14	4	12	6	4	5	3	4	5	5	8	4	5	5	4	7	5	7	6	5	7	8	6	9
ENSG00000086717	PPEF1					2								1								1		0.6														3				0.5			10									
ENSG00000086730	LAT2	58		2	3	1	2	0.8	55	1	2	1	1	0.9	2	0.9	1	1	1	1	2	1	0.6	2	3	2	0.9	6	2	2	0.7	0.8	1	3	2	1	0.8	8	21	1	2	5	1	3	1	1	0.9	2		2	1	1	1	2
ENSG00000086758	HUWE1	33	23	15	10	12	14	10	4	14	11	17	19	13	14	10	14	14	14	15	15	12	11	10	13	7	18	14	14	12	17	9	21	14	9	16	18	9	13	13	13	10	18	13	19	17	16	15	19	12	18	17	14	11
ENSG00000086827	ZW10	8	12	5	2	3	5	3	2	6	3	4	5	3	5	4	6	5	6	5	5	3	3	3	3	4	9	5	7	3	5	4	5	5	2	5	6	3	5	5	6	3	8	5	10	5	5	6	7	5	5	6	6	4
ENSG00000086848	ALG9	1	2	0.9	1	2	1	1		2	2	2	2	2	2	0.8	2	2	1	2	2	2	0.7	1	2	1	2	1	1	2	2	2	2	2	1	2	0.9	1	1	1	3	1	2	1	1	2	2	2	1	1	2	2	2	2
ENSG00000086967	MYBPC2	0.8												0.5															3								386																	
ENSG00000086991	NOX4						9	1		1					4	9													1												2					0.5	4	2				1		0.9
ENSG00000087008	ACOX3	7	2	5	2	2	5	7	2	6	2	2	2	3	5	3	3	6	13	7	5	2	3	2	2	5	7	4	6	2	5	4	3	7	2	5	2	2	4	6	5	2	7	4	3	4	4	4	5	5	7	4	8	4
ENSG00000087053	MTMR2	9	11	4	5	7	8	4	0.8	6	5	5	5	6	9	5	6	6	4	7	5	8	3	6	6	0.9	4	6	6	4	5	2	4	6	4	6	2	9	4	5	7	8	4	4	10	5	9	8	7	4	6	5	5	6
ENSG00000087074	PPP1R15A	44	50	18	8	11	51	42	59	40	10	11	9	12	43	17	30	28	28	22	49	11	24	8	16	13	53	67	30	11	38	8	25	30	10	19	19	12	26	24	45	11	63	28	16	18	42	57	56	19	35	39	35	90
ENSG00000087076	HSD17B14	3		20	10	8	10	2		6	13	14	14	10	5	22	16	7	2	6	12	8	0.6	10	12	10	4	8	5	14	33	1	15	9	12	4		9	7	3	4	10	4	4	3	14	6	10	2	4	11	19	9	4
ENSG00000087077	TRIP6	17	36	27	9	6	36	15	3	29	9	5	7	7	30	32	41	34	31	28	36	6	6	8	9	16	30	21	25	9	34	15	11	31	8	25	2	9	15	13	22	9	32	13	16	36	28	31	37	17	34	48	35	21
ENSG00000087085	ACHE	2	1		4	6	0.6	3	0.6	0.7	9	18	20	7		2	1	0.9	0.7	1	1	7		4	32	0.8	0.5	1	3	10	2	1	5	4	9	2	7	2	2			11	0.6	4	3	0.7				3	0.5	2	1	0.5
ENSG00000087086	FTL	1667	4579	1786	1657	1110	2834	1011	8986	1848	1406	348	406	1026	2201	3508	1681	1473	640	1352	1066	1048	390	1212	1413	4058	901	3827	966	1529	1377	623	1088	1262	1400	952	335	2387	5064	1517	3700	1738	838	1703	280	1734	1580	2060	6083	1303	2396	980	1058	2696
ENSG00000087087	SRRT	32	38	29	12	13	24	16	13	32	15	34	35	16	25	24	40	30	28	25	34	13	11	14	15	20	31	26	33	15	40	20	43	46	16	27	13	15	41	26	23	15	34	32	95	38	21	31	24	29	27	39	32	22
ENSG00000087088	BAX	47	11	12	5	4	12	5	20	9	4	5	5	5	9	12	11	8	10	9	11	4	3	5	5	6	8	17	12	4	8	6	9	13	4	9	3	6	35	10	8	6	9	21	7	11	6	9	33	18	10	11	10	8
ENSG00000087095	NLK	7	12	13	11	17	2	4	2	4	7	4	5	25	3	5	4	3	2	3	3	26	3	9	7	3	2	5	3	7	3	4	7	4	7	3	2	7	6	3	4	8	2	4	11	7	3	6	3	4	4	4	3	3
ENSG00000087111	PIGS	15	28	8	5	6	8	5	7	9	5	10	12	7	8	9	7	8	9	8	8	6	7	5	5	2	11	9	9	6	7	4	7	8	5	8	6	4	11	8	8	4	10	10	10	10	8	10	10	10	9	8	8	8
ENSG00000087116	ADAMTS2			4		0.6	6	7	2	11			0.5	0.8	12	3	7	6	2	4	8	0.5	1		0.8	4	4	13	3		4	1	6	3		3	0.5		16	3	17		4	5	2	3	5	7	41	3	6	8	7	14
ENSG00000087128	TMPRSS11E																		146								0.9		12					0.7									1								5		74	
ENSG00000087152	ATXN7L3	15	14	11	24	37	12	7	17	11	15	18	17	38	12	10	14	14	16	14	15	38	6	22	17	7	14	13	13	15	13	7	20	15	14	13	6	9	19	12	10	15	14	15	24	16	10	13	16	13	13	15	14	11
ENSG00000087157	PGS1	8	6	6	4	5	7	4	48	10	5	8	8	6	7	7	10	8	6	8	10	6	4	5	7	3	6	17	8	5	9	4	8	9	4	7	3	6	19	6	9	6	6	9	8	11	6	10	7	8	9	10	8	9
ENSG00000087191	PSMC5	23	27	29	25	29	26	20	12	25	24	35	32	27	27	27	27	37	26	33	30	28	18	23	27	17	32	24	25	24	22	15	36	32	22	30	30	23	31	23	25	27	32	23	37	30	26	31	20	21	27	28	27	23
ENSG00000087206	UIMC1	12	9	7	3	3	8	5	13	9	3	7	6	3	7	5	10	9	5	9	9	3	4	4	4	3	7	8	6	3	11	5	7	9	3	9	5	4	11	6	8	3	7	7	28	9	10	9	6	6	9	11	8	7
ENSG00000087237	CETP	3		1					1	1						1										2		1					2	0.5					18		1			0.7		2								2
ENSG00000087245	MMP2			26	1	0.8	113	58	0.5	135	1			0.8	70	15	229	81	28	57	91	0.6	24	1	2	3	179	119	59	0.9	119	12	3	48	1	34	11	2	27	35	176	1	137	70	23	53	58	72	488	48	101	109	140	110
ENSG00000087250	MT3			8	302	236		0.9			264	93	113	180				2		1		202	0.7	278	207				0.5	276			3		280	1		128				263			1			42		0.6			0.5	
ENSG00000087253	LPCAT2		4	3	2	1	3	2	9	5	1			0.7	3	1	7	3	3	2	4	0.9	1	2	3		4	3	4	1	5	0.9	0.6	3	1	2	0.6	9	4	2	4	4	3	2	2	18	2	6	2	2	4	8	4	3
ENSG00000087258	GNAO1			0.6	36	39	2	11			41	28	31	38	1		0.5	4		1	1	38	2	34	30	4	0.6		0.6	36	0.5		21	2	40	15		20	0.6	1	0.5	25	0.6	2	6	0.9	2	0.9		5	4	2	0.9	0.7
ENSG00000087263	OGFOD1	10	14	8	4	5	7	5	2	5	5	6	5	4	6	4	6	6	6	6	6	5	4	4	6	3	5	5	5	5	5	2	6	5	4	4	13	5	5	4	5	5	5	4	6	5	7	8	11	4	5	6	5	5
ENSG00000087266	SH3BP2	8	3	3	3	2	2	3	23	8	4	2	2	2	3	12	5	4	5	3	5	2	2	2	3	6	17	11	6	3	3	4	4	5	3	4	1	3	25	5	7	3	19	6	3	5	2	11	3	6	5	4	7	6
ENSG00000087269	NOP14	30	26	13	4	4	8	7	4	14	4	14	15	5	9	8	12	10	13	11	12	5	6	4	5	10	17	11	11	4	15	12	12	11	4	10	16	4	13	11	14	4	15	11	9	13	10	12	20	10	15	12	12	13
ENSG00000087274	ADD1	19	13	17	20	23	31	16	15	23	24	29	30	28	29	16	27	34	15	33	29	25	16	21	21	8	17	26	17	23	32	9	20	24	23	30	17	17	25	17	25	19	16	23	20	21	34	35	19	21	29	33	22	22
ENSG00000087299	L2HGDH	4	4	2	2	2	1	2	0.5	2	2	4	5	3	1	3	1	1	3	2	2	3	2	2	2	2	3	2	2	2	2	1	3	2	2	2	2	2	1	2	2	2	3	2	3	3	1	2	1	2	2	2	2	1
ENSG00000087301	TXNDC16	3	3	1	3	4	3	2	0.7	3	3	6	6	4	3	0.8	4	3	1	3	2	4	0.8	3	3	0.9	2	3	3	3	5	2	3	5	3	3	0.8	4	3	3	3	3	2	2	4	2	4	3	2	2	3	3	3	2
ENSG00000087302	C14orf166	18	10	11	6	6	9	10	3	10	5	7	6	6	10	7	10	13	8	13	10	6	11	5	6	5	9	8	9	5	12	7	10	10	5	12	9	6	8	12	11	6	9	8	22	12	9	11	15	10	10	10	8	10
ENSG00000087303	NID2			2			2	3		4		0.7	0.7		2	1	3	5	0.9	5	3		3			0.6	0.6	2	0.8		8	0.9	0.7	3		4	0.5		0.5	1	3		0.8	1	0.8	9	2	7	20	2	2	3	2	6
ENSG00000087338	GMCL1	6	12	3	3	3	4	2	2	4	3	5	4	3	4	2	5	3	4	3	4	3	1	3	3	2	4	4	4	3	4	3	5	4	2	3	1	3	3	3	4	3	3	4	9	4	6	5	3	4	5	4	4	4
ENSG00000087365	SF3B2	28	33	16	15	15	23	11	17	22	17	22	22	16	20	14	25	20	15	19	24	15	9	14	15	10	22	21	17	17	27	14	31	19	15	17	11	14	23	16	22	14	21	19	34	25	24	23	21	17	21	25	21	18
ENSG00000087448	KLHL42	3	2	4	6	8	18	3	0.6	6	6	8	8	7	10	4	6	15	3	16	9	8	2	6	7	2	4	6	4	7	5	6	7	8	5	14	0.8	6	4	4	5	5	4	5	6	5	11	8	6	7	18	11	5	4
ENSG00000087460	GNAS	61	41	75	109	132	71	71	60	53	45	99	83	111	59	42	60	52	43	53	46	133	65	94	166	21	33	51	64	43	52	34	400	45	38	47	73	60	45	43	54	73	33	38	32	184	62	42	48	36	48	55	59	55
ENSG00000087470	DNM1L	18	15	8	13	22	10	10	2	11	14	27	24	17	11	7	10	12	9	12	13	21	8	15	17	3	7	9	9	15	11	4	15	12	13	11	8	11	8	7	10	13	8	8	14	11	13	11	12	9	12	12	10	9
ENSG00000087494	PTHLH		1		1	2	2			0.9	1			0.9	0.5		3		1		0.5	1		0.9	0.6				2	0.7					1												0.5	0.5			0.7	0.8	3	
ENSG00000087495	PHACTR3				19	14		0.5			12	11	10	15		0.5					0.9	13		17	13		0.5	2		11	2		7		14			13	2			16		0.6	0.5			0.8						
ENSG00000087502	ERGIC2	8	5	4	4	5	5	5	2	5	5	4	4	5	5	3	5	5	5	5	4	5	4	4	5	3	3	5	6	5	4	4	5	6	4	5	3	5	4	4	5	5	4	4	6	5	5	6	8	4	5	5	5	5
ENSG00000087510	TFAP2C									14							10		17	0.6	1						26	1	16					6		2							32		0.5	2			3	0.8	2		13	0.8
ENSG00000087586	AURKA	16	44	1		0.5		2	0.8	0.5	0.5	0.6	0.7	0.6		0.9	0.5		3	0.5	0.5	0.6	1		0.5	0.8	0.9	0.9	0.6	0.5	1			0.5		0.7	1		2	1	0.5	0.6	1	2	14	0.6		0.5	1	4	0.8		1	0.6
ENSG00000087589	CASS4		14						2																			6			0.5							0.5	2					0.7				0.5						
ENSG00000087842	PIR	5	6	9	5	4	6	5		5	6	2	2	4	5	4	5	5	9	5	5	4	3	4	6	4	4	6	4	6	5	0.8	6	5	6	3	3	8	8	3	7	8	4	3	3	7	4	6	2	3	17	5	6	6
ENSG00000087884	AAMDC	3	5	23	3	2	9	13	1	8	3	3	3	2	8	7	8	12	3	12	8	2	13	3	4	4	7	7	6	3	9	3	5	7	4	8	10	7	5	8	10	5	8	4	9	7	9	8	5	6	7	7	7	9
ENSG00000087903	RFX2	1	2	0.6	1	0.8	3	2	4	2	2	1	1	1	2	0.6	2	7	1	6	6	0.8	0.7	1	0.8		2	3	1	2	2		5	2	1	5		0.7	1	1	2	0.9	3	2	25	1	2	1	1	2	2	5	2	2
ENSG00000087995	METTL2A	5	7	3	2	3	2	2	0.8	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	3	4	3	2	3	2	2
ENSG00000088002	SULT2B1									0.9						0.8			67								41	3	1					6						0.5			44	1		0.5							28	
ENSG00000088035	ALG6	3	3	2	1	1	1	1	2	3	1	2	3	1	1	2	3	1	3	1	2	1	0.8	1	1	1	3	2	3	1	2	2	2	2	1	2	0.9	2	3	2	2	1	3	3	2	2	1	4	2	2	2	2	3	2
ENSG00000088038	CNOT3	10	12	10	4	5	8	5	10	9	5	12	14	6	8	7	11	9	8	8	11	5	4	5	5	6	9	9	10	5	12	6	17	15	4	10	4	4	14	9	7	4	10	9	17	14	8	10	7	9	11	11	11	6
ENSG00000088053	GP6		4			0.5			0.7			2	2	0.9					0.9		0.5	0.8					0.8	0.6		0.5									0.7				0.9		2	0.5							0.6	
ENSG00000088179	PTPN4	1	2	2	2	3	1	1	1	2	2	8	9	4	1	1	2	1	1	1	2	4	1	2	2	0.8	1	2	1	2	2	0.9	2	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	0.8	1	1	2	1	1
ENSG00000088205	DDX18	22	21	6	4	4	8	5	3	9	4	7	7	4	8	4	8	8	7	8	10	5	4	4	5	4	7	8	9	4	9	5	5	7	4	8	4	5	8	7	9	5	7	8	7	8	9	9	12	7	9	10	8	8
ENSG00000088247	KHSRP	58	80	29	19	20	23	15	10	29	21	40	36	19	25	21	41	29	32	30	44	20	11	19	18	17	27	26	28	21	44	18	31	31	18	32	17	18	31	25	25	17	29	32	52	31	26	30	43	31	36	44	33	25
ENSG00000088256	GNA11	2	6	14	11	12	20	15	0.6	17	9	28	34	15	16	15	17	23	15	25	24	12	12	11	9	8	18	16	17	10	17	8	17	23	9	22	11	8	12	15	15	9	18	31	31	17	16	21	16	34	19	21	16	14
ENSG00000088280	ASAP3		10	20	5	4	7	10		14	6	1	2	5	7	9	17	11	12	10	15	5	8	4	5	5	25	9	20	5	32	6	9	17	4	8	11	4	3	12	12	5	25	6	13	17	6	20	10	9	12	13	18	10
ENSG00000088298	EDEM2	16	9	21	4	3	11	8	23	13	5	13	13	4	13	12	11	9	10	8	12	3	6	4	5	16	11	19	12	5	8	14	20	14	4	8	3	5	27	11	14	5	11	17	8	13	8	13	14	13	12	10	10	14
ENSG00000088305	DNMT3B		36	0.6						1		2	2	0.6	0.5	1	0.9		0.5		0.8	0.5					2	0.6	0.9		0.9	3	0.5	0.8		0.5			0.8	0.7	0.7		2	0.5	6	2		1	0.8	0.6	1	0.8	0.9	
ENSG00000088320	REM1			1			5	2		4					6	1	12	5	1	5	8		1				2	2	0.9		2	0.5	1	3	0.5	3	1		1	0.9	6		1	2	2	3	4	7		2	2	8	6	5
ENSG00000088325	TPX2	38	96	0.9	0.5	0.9	0.7		1	0.6	0.5	1	1	1	0.8	0.5			7			0.9		0.5		0.6	4	1	0.9	0.7									3	0.7	0.6		4	2	22		0.5	0.5	4	4			2	0.6
ENSG00000088356	PDRG1	12	16	9	6	8	6	5	3	7	6	15	15	8	7	7	7	8	8	8	7	7	4	7	7	5	8	6	7	7	7	4	9	8	6	6	5	7	10	6	6	7	7	6	33	8	6	13	7	6	6	7	7	5
ENSG00000088367	EPB41L1		0.7	34	42	49	10	3		9	39	35	28	46	9	14	10	5	12	5	8	50	3	42	42	1	4	6	9	44	8	4	7	6	38	6	1	22	2	11	10	38	3	3	6	6	6	5	3	7	14	8	10	7
ENSG00000088386	SLC15A1															3	0.9		0.6							3	11					3		0.6									13	34						1			1	
ENSG00000088387	DOCK9	1	3	5	11	13	5	7	0.6	15	10	17	15	12	5	4	8	11	19	13	8	12	7	13	13	2	15	24	12	8	6	2	7	6	9	9	3	14	3	5	18	14	14	7	5	14	6	21	3	6	8	8	10	15
ENSG00000088448	ANKRD10	30	20	20	15	15	30	20	11	38	15	23	24	16	28	27	38	36	11	30	35	15	13	14	18	16	19	33	32	16	40	23	49	45	13	35	35	19	53	25	31	18	19	35	20	36	27	52	17	31	30	42	27	27
ENSG00000088451	TGDS	10	10	5	2	2	3	2	1	5	2	3	3	2	4	3	4	3	4	3	5	2	2	2	2	6	3	4	5	2	5	4	6	5	2	3	1	3	5	4	5	3	3	5	4	6	3	5	4	4	4	4	4	5
ENSG00000088538	DOCK3			2	8	14		2			8	19	19	19	2	0.5	0.7	5	2	5	1	18	1	8	8		2		0.9	9			6	2	8	2	0.8	6	0.5		0.5	7	1		7	11	1	4		0.6	2	0.6	0.5	
ENSG00000088543	C3orf18	1	1	5	6	8	6	9	0.7	3	8	25	24	11	5	3	5	7	1	6	6	9	10	6	7	1	2	2	3	8	6	2	8	5	8	6	4	4	3	5	3	6	1	2	13	5	4	6	3	2	4	7	3	3
ENSG00000088682	COQ9	9	13	17	8	9	6	20	2	8	9	11	13	10	7	24	9	18	13	20	10	9	33	8	7	13	10	8	12	9	9	7	12	14	8	19	22	5	8	14	7	7	10	15	17	15	6	8	7	21	13	9	10	8
ENSG00000088726	TMEM40							0.6	1										40								15	0.5	0.5					0.7									15								3		15	
ENSG00000088727	KIF9	0.6	2	0.7	0.8	1	0.5	0.7		0.7	1	0.6	0.7	1	0.5	1	0.7	0.6	0.5	0.7	1	1	0.7	0.9	1		0.8	0.9	0.8	1	0.5	0.7	2	0.8	0.8	0.7		0.5	0.6	0.7	0.6	1	0.7	0.6	12	2		0.7	0.6	0.8	0.6	0.8	0.5	0.5
ENSG00000088756	ARHGAP28									0.9						0.8	2				0.6						0.5	1			2	0.5		0.8			0.6		2		1		0.6		10	0.6					1		1	0.8
ENSG00000088766	CRLS1	7	8	14	5	4	6	9	2	7	5	5	5	4	6	8	5	6	4	6	7	5	10	4	4	14	4	11	6	5	7	6	6	8	4	6	8	3	5	12	9	4	5	6	9	7	5	6	6	7	6	6	5	14
ENSG00000088808	PPP1R13B	1		3	3	5	2	10	0.5	5	4	11	12	7	2	6	4	4	7	5	6	6	8	4	4	3	8	7	7	5	6	4	7	11	4	4	2	2	9	8	4	3	7	6	16	21	2	3	0.9	6	6	4	5	4
ENSG00000088812	ATRN	3	5	12	7	10	7	6	1	7	7	11	11	10	6	6	7	4	5	5	6	11	5	8	8	8	7	6	7	8	6	6	7	5	6	5	4	7	5	9	7	6	7	7	8	10	5	7	13	5	6	7	6	6
ENSG00000088826	SMOX		5	2	18	15	4	2	7	3	17	8	10	15	3	3	8	3	2	2	4	12	1	16	15	1	5	2	6	17	7	3	6	8	17	2	1	14	4	9	2	17	6	3	6	3	2	12	6	2	3	6	5	3
ENSG00000088827	SIGLEC1			5			4	2	0.5	4	0.5				5	2	0.7	6	1	6	2		2			2	1	9	3		1	0.5	0.8	0.7		4	1		7	2	10		1	7	2	2	1	3		5	6	1	2	11
ENSG00000088832	FKBP1A	86	59	67	75	78	57	41	82	72	105	23	19	54	58	65	53	48	61	50	58	65	33	61	41	24	55	99	61	146	60	28	38	60	87	45	22	25	88	45	86	32	59	44	29	91	46	57	97	57	55	76	54	98
ENSG00000088833	NSFL1C	6	12	15	11	13	10	7	16	11	10	9	9	13	10	7	13	10	12	10	12	11	7	10	12	7	16	10	10	10	12	5	9	11	9	10	13	9	14	8	11	11	15	10	11	9	11	12	8	9	10	12	12	9
ENSG00000088836	SLC4A11			4	1	1				2	1	0.8	1	1		5	0.5		9		2	0.7		1	0.8		8	0.9	32	2			3	4	2		1	0.6	0.5	0.6	0.8	0.6	7		5	36			1		2		3	1
ENSG00000088854	C20orf194		2	6	9	9	7	5	0.6	6	10	9	10	10	7	5	7	10	4	11	8	9	5	8	10	1	3	6	4	11	7	2	6	5	8	9	7	10	4	5	7	8	4	3	9	6	8	10	5	3	9	7	6	7
ENSG00000088876	ZNF343	3	2	3	2	2	4	2	0.6	5	2	4	4	2	3	3	5	4	3	4	4	2	1	2	2	2	5	3	3	2	5	2	4	5	1	5	2	2	3	3	4	2	4	3	3	4	4	5	4	3	5	5	4	3
ENSG00000088881	EBF4			3	6	5	8	3	0.5	9	6	2	2	5	5	5	19	17	4	19	14	4	2	8	8	4	3	7	7	5	26	4	14	31	6	20	0.6	4	5	7	3	6	4	5	3	26	5	6		7	16	26	12	4
ENSG00000088882	CPXM1	13		3			0.5	1		20					2	2	29		0.8		26		0.5				4	2	0.8		14	1	2	5					0.6	0.8	18		4	2	4	6		3		1	6	33	25	36
ENSG00000088888	MAVS	10	6	9	6	4	9	7	6	12	7	8	9	5	11	11	9	13	10	14	13	4	10	5	5	6	10	12	10	6	13	8	10	13	6	12	15	8	12	11	12	6	10	12	5	13	11	14	12	16	14	10	9	10
ENSG00000088899	LZTS3	0.5	1	3	25	41	4	5		4	42	86	93	58	3	14	5	4	1	4	7	48	4	25	14	2	2	5	12	46	10	10	11	7	40	3	3	6	1	12	2	9	2	5	5	11	2	5	1	3	5	5	3	2
ENSG00000088926	F11															2										42		0.9				8																						
ENSG00000088930	XRN2	36	32	30	8	8	20	13	26	28	9	15	16	9	20	13	27	20	16	21	27	8	11	8	11	13	20	27	23	9	25	16	18	19	8	21	17	9	28	19	28	9	19	20	26	24	24	24	34	18	26	27	20	25
ENSG00000088970	KIZ	3	4	3	5	5	5	3	2	7	6	10	11	5	4	4	13	5	2	5	8	5	3	5	7	2	6	4	5	5	11	5	11	8	5	16	4	8	5	5	6	7	6	6	13	12	7	7	5	6	12	10	8	4
ENSG00000088986	DYNLL1	34	45	39	84	107	45	24	13	28	69	40	34	80	45	33	33	42	87	42	53	91	14	93	82	22	67	30	37	74	32	15	54	35	60	34	5	61	30	31	24	70	65	30	72	26	35	58	55	38	30	43	60	31
ENSG00000088992	TESC	5	7	16	6	8	0.6	8	26	3	19	1	0.8	9	1	4	2	2	1	2	2	10	14	9	3	0.8	3	3	3	15	2	22	8	3	25	1	0.8	2	5	35	2	3	3	3	17	4	0.5	2		0.9	11	2	2	2
ENSG00000089006	SNX5	32	21	15	9	7	7	6	5	12	9	8	8	7	8	13	12	8	9	8	11	7	4	7	8	6	8	12	11	8	16	6	8	9	7	8	7	10	22	9	12	9	9	12	8	26	6	12	11	12	11	11	10	12
ENSG00000089009	RPL6	264	191	108	71	55	89	58	38	133	54	70	67	51	99	87	153	114	134	111	114	51	50	59	70	54	146	93	108	63	217	116	154	108	53	108	75	71	117	116	124	69	148	95	34	109	100	89	162	98	117	145	126	128
ENSG00000089012	SIRPG								3																														6					3	2					0.7				
ENSG00000089022	MAPKAPK5	7	8	5	3	3	4	3	1	6	4	5	5	4	4	4	5	5	4	5	5	3	2	3	3	3	6	5	5	4	6	3	4	5	3	5	4	4	4	4	5	3	6	5	6	6	5	6	4	7	5	5	5	4
ENSG00000089041	P2RX7	2		2	8	5	0.8	0.6	2	1	6	5	6	8	1		4	0.7	0.8	0.7	2	6		8	7	1	6	4	2	4	4	0.5	2	1	6	2		14	3	0.5	2	10	6	1	2	0.7	0.8	5	0.7	0.9	1	2	3	1
ENSG00000089048	ESF1	12	7	5	6	6	5	4		6	6	5	6	5	5	3	5	5	5	5	7	5	3	6	6	3	5	5	6	6	7	3	5	4	6	5	5	9	4	4	7	7	5	5	11	6	7	8	13	5	5	6	6	6
ENSG00000089050	RBBP9	8	0.9	9	4	3	5	2	0.8	4	4	4	4	3	5	4	5	3	3	3	4	3	1	3	4	4	6	5	5	3	4	2	4	4	3	3	1	4	3	3	4	4	6	3	2	8	5	4	6	3	4	4	4	4
ENSG00000089053	ANAPC5	14	22	12	9	9	13	7	6	14	9	15	16	11	12	8	16	11	9	9	15	9	6	9	10	7	14	11	13	9	13	14	17	13	8	11	8	12	17	12	13	11	14	12	12	15	11	16	10	11	11	15	12	10
ENSG00000089057	SLC23A2	5	4	45	13	17	8	4	3	7	15	18	19	15	8	3	10	6	3	5	12	16	2	13	15	18	6	8	5	15	27	4	17	9	13	5	1	15	14	5	7	14	6	7	8	15	7	16	5	4	10	10	6	6
ENSG00000089060	SLC8B1	2	6	31	2	2	6	4	9	7	3	3	4	3	6	6	8	5	6	4	6	2	2	2	2	5	8	9	8	2	29	6	10	8	2	4	2	3	16	5	8	3	8	8	8	6	5	8	5	8	6	6	7	6
ENSG00000089063	TMEM230	25	19	40	25	26	28	23	11	30	20	18	16	19	30	24	29	24	12	27	28	25	16	24	32	22	12	25	20	19	29	16	36	28	20	23	19	30	23	24	32	31	12	21	18	31	26	24	38	20	30	30	20	35
ENSG00000089091	DZANK1	2		0.7	1	2	0.5			1	2	1	1	2	0.5	1	1	0.5	0.5	0.5	1	2		1	2		0.8	0.9	0.8	2	2	0.5	4	1	1	0.6		0.8	0.7	0.6	0.6	0.9	0.7	0.6	4	3	0.5	1	0.7	0.6	0.9	0.9	0.7	0.6
ENSG00000089094	KDM2B	8	5	2	2	2	2	1	1	2	2	5	4	2	2	1	3	2	3	2	3	2	0.8	2	2	2	5	3	2	2	3	1	2	2	2	2	1	2	4	2	2	2	5	3	4	2	1	2	2	2	3	3	3	2
ENSG00000089101	CFAP61										0.5												2		0.5					0.5			2				5								6									
ENSG00000089116	LHX5											0.7	1												1															0.7														
ENSG00000089123	TASP1	4	2	3	2	3	8	2		5	2	2	3	3	5	3	5	4	3	4	5	3	1	2	2	1	4	4	5	2	4	2	6	4	1	3	1	1	3	3	5	1	4	3	5	5	16	6	3	3	4	5	5	3
ENSG00000089127	OAS1	54		3	2	0.9	2	1	7	4	1		0.6	0.9	2	5	2	2	15	2	2	0.8	1	1	2	6	3	6	5	1	2	0.8	2	3	1	2		3	15	3	3	2	3	7	1	2	0.8	2		12	9	2	7	4
ENSG00000089154	GCN1	25	36	12	4	5	12	7	4	13	5	13	13	6	11	9	12	13	14	13	14	5	7	5	5	7	15	13	13	5	15	10	20	13	4	14	16	5	16	13	12	5	14	14	18	17	12	14	19	13	14	16	12	11
ENSG00000089157	RPLP0	762	781	266	67	48	154	143	142	321	51	54	51	49	198	170	285	222	438	217	247	48	92	63	70	148	507	245	306	58	519	422	181	286	46	243	221	81	271	295	292	62	506	267	105	216	155	196	522	259	286	301	332	315
